arm,reward
0,7.0
4,5.78
4,4.41
5,3.42
3,3.09
2,3.68
3,7.0
4,3.51
4,4.02
0,0.3
4,6.45
4,4.34
4,6.84
2,5.49
2,4.57
2,4.91
2,5.42
0,1.32
3,5.11
2,5.0
3,4.78
1,3.92
4,6.56
2,4.44
1,5.0
2,5.07
4,5.58
5,5.05
1,5.45
1,4.19
1,6.14
0,7.0
3,5.89
1,6.06
0,2.34
3,4.13
3,4.89
1,7.0
3,6.43
3,4.92
4,3.66
3,6.02
0,6.07
0,3.49
3,5.79
0,6.04
3,6.13
4,5.13
5,2.87
5,4.64
3,5.45
0,3.97
5,6.06
1,3.91
5,4.07
5,0.0
0,5.14
0,3.53
5,4.79
5,5.03
3,6.13
0,2.34
1,4.15
0,0.0
3,3.04
4,3.44
5,6.27
1,5.53
5,3.48
4,2.72
0,3.13
3,4.48
0,6.74
4,5.12
3,5.84
4,4.47
1,3.8
2,4.78
2,5.95
2,3.58
3,3.52
2,4.12
0,3.06
2,3.56
4,4.56
3,4.24
4,4.41
0,4.29
0,2.44
4,5.12
5,3.34
2,4.77
0,4.13
0,6.5
3,5.56
2,6.71
1,3.83
4,3.81
5,6.3
2,4.55
2,4.81
1,3.52
3,4.86
5,4.07
0,2.89
3,4.58
3,4.5
4,4.97
0,2.48
0,3.33
4,3.0
2,4.13
3,4.78
4,5.63
0,6.46
1,5.79
2,4.28
4,3.74
3,4.46
4,5.76
2,6.15
4,3.4
2,5.15
5,3.69
3,4.36
5,3.48
3,5.83
3,5.15
5,5.15
5,4.23
5,1.34
0,0.99
5,2.4
0,3.81
3,7.0
0,4.07
1,5.22
2,4.26
1,7.0
5,3.32
0,7.0
3,4.85
5,5.04
0,2.25
5,2.22
1,4.19
5,6.28
1,3.46
1,6.17
0,4.05
5,3.95
5,1.59
2,3.37
5,3.25
0,3.57
0,0.0
1,1.82
1,6.53
4,5.34
3,6.48
4,3.31
5,4.89
4,5.02
3,6.51
1,4.79
5,3.91
5,3.95
1,5.25
3,6.11
2,5.57
4,3.02
1,5.26
4,5.61
1,3.86
2,5.59
4,4.77
1,2.69
1,3.64
5,0.67
5,6.86
1,4.8
2,4.28
3,4.99
2,3.92
0,6.35
1,5.62
0,4.61
2,4.85
1,4.52
1,5.42
4,4.48
2,4.14
5,4.17
1,6.32
1,5.96
0,6.67
0,6.13
3,5.0
2,5.8
3,5.38
5,1.77
2,4.83
0,0.14
3,5.56
5,5.56
1,6.02
2,5.43
3,4.96
5,3.33
5,4.07
0,1.1
4,4.88
1,3.01
1,4.12
4,4.4
5,7.0
5,3.19
3,5.76
3,4.24
2,4.12
0,3.51
1,4.47
5,6.47
0,7.0
5,5.42
3,4.92
1,4.84
3,5.92
5,2.78
5,4.79
5,5.09
4,6.56
4,3.83
1,4.83
2,4.22
0,5.38
1,3.88
5,4.02
4,3.96
2,3.52
3,4.91
3,5.78
1,7.0
3,5.78
4,4.98
2,3.64
0,1.94
3,6.4
2,5.37
4,4.92
2,6.11
0,3.43
3,4.17
1,4.68
4,4.68
3,5.36
3,5.42
4,4.22
2,6.37
4,4.59
0,0.0
4,4.63
0,0.0
1,3.08
3,4.29
1,4.37
0,3.63
1,5.2
0,7.0
5,3.44
5,6.5
0,7.0
2,4.93
2,4.33
5,5.03
1,3.44
5,4.17
5,6.81
1,7.0
4,4.77
0,6.75
3,6.91
5,3.66
4,2.85
4,3.59
0,4.85
3,6.27
4,4.62
1,4.1
3,6.21
4,3.66
2,5.14
0,4.99
3,4.34
0,2.82
3,5.03
3,6.72
5,3.6
4,4.62
3,5.22
2,5.6
1,5.09
2,5.77
5,1.26
5,2.77
1,6.67
1,3.69
1,5.02
4,5.46
5,3.67
1,5.76
0,1.62
4,5.77
0,5.14
1,6.21
4,5.01
5,4.23
3,5.44
4,5.86
2,4.04
1,6.76
5,3.98
3,3.31
1,5.98
0,7.0
0,4.06
1,4.25
0,0.28
5,6.3
2,4.7
1,3.37
2,4.88
5,5.18
0,2.1
4,4.64
3,3.75
1,5.0
2,6.37
5,1.43
2,3.06
2,4.68
0,6.15
5,4.61
5,4.95
0,1.82
1,3.83
2,3.44
0,1.38
0,1.75
2,5.93
3,3.3
2,4.34
5,4.18
0,4.28
5,4.71
5,6.11
4,3.21
0,5.27
2,5.19
5,3.6
5,2.19
0,4.48
5,3.87
4,6.02
3,5.85
2,5.81
0,1.66
1,5.81
5,4.15
3,5.53
0,0.74
3,4.32
2,4.66
1,4.2
1,4.79
0,1.36
0,2.09
0,6.11
1,4.04
2,5.01
4,5.65
3,4.9
3,4.83
0,3.76
1,5.95
5,4.64
5,5.58
4,3.07
5,4.03
2,5.12
4,2.87
1,2.84
0,0.0
4,4.59
4,3.37
5,3.54
4,4.97
2,5.85
2,3.31
1,3.95
5,2.95
0,5.34
3,5.34
2,6.48
1,4.7
1,4.62
3,5.07
3,3.6
3,3.87
1,3.08
5,3.14
2,5.87
3,4.3
0,0.0
0,4.43
5,4.33
1,4.94
2,4.41
3,4.56
1,2.74
4,4.11
0,3.7
0,0.0
1,5.74
2,5.88
3,2.58
1,4.8
2,3.03
2,4.17
4,5.69
2,4.8
0,7.0
5,5.33
5,4.36
4,4.62
4,4.47
4,4.74
3,5.12
0,2.04
3,2.77
0,6.26
3,5.32
2,3.53
5,4.97
2,5.0
3,4.01
1,4.68
2,5.12
3,5.09
0,0.97
0,4.03
0,4.2
0,4.86
0,0.67
1,3.28
4,4.56
1,3.37
4,1.66
3,5.79
4,4.65
4,5.36
2,5.7
2,4.86
2,5.19
2,5.28
0,3.26
2,4.49
0,0.43
4,4.98
1,4.38
3,4.94
4,4.76
0,7.0
2,5.54
4,4.55
1,4.34
0,5.01
2,2.9
4,4.77
1,3.76
2,4.62
0,5.88
0,7.0
3,4.65
1,4.36
1,2.82
3,5.2
4,4.33
5,4.96
4,4.82
0,2.35
1,5.66
1,2.72
5,7.0
0,1.04
0,3.3
3,5.96
1,5.85
1,5.2
0,7.0
1,4.48
5,2.41
2,3.77
0,7.0
2,5.19
2,6.93
5,2.02
4,5.6
5,3.57
2,4.14
4,3.23
0,4.54
5,4.9
0,1.1
3,4.49
3,4.88
5,3.5
0,7.0
0,7.0
1,5.52
5,3.63
3,4.53
4,4.7
3,5.25
5,3.32
1,5.7
0,5.96
3,4.15
2,6.11
0,4.32
4,4.79
5,2.79
4,3.95
0,7.0
1,2.31
5,4.22
0,5.22
2,3.89
3,4.78
1,5.9
4,5.72
1,4.62
0,1.73
1,4.15
5,6.42
0,7.0
3,4.5
3,4.34
3,4.12
0,4.13
3,3.8
4,6.83
0,3.59
2,5.92
5,4.33
0,2.38
1,3.63
2,3.28
3,4.23
4,4.39
4,3.87
4,4.7
4,3.15
2,4.99
1,3.69
0,1.83
4,5.81
4,5.21
1,4.69
1,5.1
1,5.97
4,5.29
2,5.71
5,5.38
1,3.91
3,5.34
4,3.72
4,3.63
2,5.33
1,4.95
3,4.39
3,6.3
2,6.49
2,4.83
2,6.35
3,5.46
3,5.27
3,5.93
1,2.85
5,5.76
2,4.04
5,4.93
5,4.54
5,5.13
4,4.45
0,3.71
3,4.75
1,3.85
1,4.96
0,2.96
5,2.46
3,5.65
0,7.0
4,3.38
3,4.31
1,5.69
2,3.72
0,5.59
0,1.72
5,3.44
0,7.0
0,0.0
0,3.39
2,5.37
0,7.0
3,2.56
5,2.83
2,5.76
4,2.51
5,5.29
3,3.75
1,3.82
5,4.58
4,4.77
0,0.46
3,4.35
1,5.18
1,5.28
1,4.18
5,3.73
0,3.56
3,4.02
0,4.26
4,3.67
4,5.16
4,2.97
1,3.08
0,5.99
2,6.23
5,4.9
5,2.78
0,0.0
0,3.39
3,6.02
0,4.45
4,7.0
1,4.38
5,5.39
5,3.59
5,4.33
2,6.05
3,4.41
4,5.91
5,1.43
0,7.0
3,3.99
0,0.98
0,4.71
1,5.58
5,3.17
1,5.89
0,0.53
3,4.29
0,7.0
1,5.13
2,3.74
4,5.32
1,4.1
1,5.32
1,2.33
1,6.01
5,5.85
5,4.34
2,4.65
2,6.8
1,4.28
4,3.55
4,4.42
2,5.65
5,3.29
4,3.46
2,5.24
2,5.2
0,7.0
0,1.53
3,5.08
4,3.27
3,6.12
0,2.76
4,4.64
3,4.62
3,4.45
4,5.27
4,6.45
2,4.96
0,3.6
3,5.12
1,4.29
3,3.06
1,3.71
2,6.16
2,4.44
2,2.83
2,4.24
0,7.0
5,4.64
1,5.99
5,6.29
1,6.01
2,5.98
3,5.08
2,5.47
5,1.57
2,6.68
1,3.1
5,6.62
5,4.91
0,4.98
1,5.65
4,4.98
5,3.54
5,2.76
5,3.17
4,4.42
1,4.72
0,3.02
3,6.04
4,4.45
0,7.0
5,2.31
4,5.16
4,4.7
4,3.66
5,1.67
2,4.81
4,3.82
5,6.41
4,4.88
1,3.63
0,2.18
2,4.46
1,6.5
5,5.17
3,5.41
3,4.6
4,5.19
1,4.09
3,4.47
4,5.56
3,4.42
2,4.71
5,7.0
2,4.03
4,5.21
2,5.58
1,4.91
4,5.02
5,1.94
0,1.2
5,2.31
1,6.18
4,4.56
4,5.7
2,3.88
4,4.48
1,6.09
1,2.96
0,5.97
2,5.28
2,3.96
5,2.25
0,7.0
3,5.06
0,1.65
5,5.96
4,3.91
5,4.19
4,6.52
0,7.0
4,1.82
1,6.09
0,3.88
4,4.91
0,7.0
5,2.44
5,3.14
0,0.0
1,4.58
0,1.55
0,2.72
4,3.86
3,4.86
1,5.03
3,6.56
0,2.5
5,3.18
0,3.04
5,3.59
1,5.06
5,3.87
0,5.6
0,7.0
1,2.32
0,3.38
0,4.31
0,7.0
3,2.85
0,4.97
2,3.89
2,4.63
0,5.18
0,1.76
4,4.71
2,3.92
4,2.4
4,3.71
5,4.25
4,3.97
0,4.33
1,6.38
0,3.78
3,6.75
1,5.66
2,7.0
5,4.78
1,1.77
3,4.49
2,4.59
1,4.33
5,4.98
3,6.1
0,0.0
5,2.14
5,5.43
1,5.56
0,0.4
0,7.0
4,4.23
5,4.38
3,4.72
5,5.22
4,3.51
4,3.98
0,4.99
2,4.16
2,4.94
4,4.81
2,4.33
4,5.52
4,5.68
5,2.0
4,4.55
4,4.98
2,4.88
5,3.56
1,6.51
4,5.16
1,4.33
1,5.98
0,2.16
4,5.99
5,5.94
1,2.7
4,4.32
3,3.64
1,3.62
0,2.51
2,3.92
1,5.79
1,3.4
3,5.65
4,3.51
0,1.45
5,2.71
1,2.59
4,5.99
0,7.0
0,5.56
5,4.32
0,1.64
4,3.88
4,5.24
1,5.68
3,3.97
4,3.73
1,5.11
3,2.96
0,4.75
0,3.91
2,5.37
1,5.18
5,2.23
2,4.59
4,6.67
1,4.51
2,3.64
2,5.88
2,4.97
1,4.39
2,3.37
5,5.52
5,4.97
1,3.96
5,6.28
1,3.16
1,6.05
2,5.01
1,5.73
1,5.12
5,2.97
2,5.12
2,4.26
2,5.14
1,4.91
2,3.13
3,6.3
1,2.65
0,4.88
1,6.35
1,5.23
2,4.11
2,2.96
0,6.24
4,6.43
0,2.02
4,2.83
1,4.75
5,3.29
0,4.84
3,6.0
3,6.49
2,5.06
2,5.58
5,1.64
0,3.56
0,3.27
2,4.85
4,5.78
1,5.63
3,7.0
0,0.0
3,5.24
0,7.0
1,4.26
1,4.33
4,3.45
3,5.22
0,0.0
2,4.85
3,4.55
2,6.34
0,6.09
0,1.83
5,6.7
0,3.84
2,3.8
3,6.01
5,5.23
4,4.51
0,7.0
4,4.4
3,4.33
3,5.33
5,2.36
2,5.75
4,5.49
4,4.36
4,5.66
3,4.84
0,2.99
3,4.59
2,5.21
3,4.82
0,6.44
5,6.26
4,4.08
2,4.04
1,2.8
0,5.18
1,4.98
0,3.16
1,4.45
0,4.2
4,7.0
0,4.25
5,3.68
2,4.79
4,4.33
1,4.49
3,6.19
5,4.79
1,4.47
0,4.28
0,2.19
2,3.6
1,3.77
2,4.87
3,3.94
3,5.28
5,3.65
0,4.42
4,5.22
5,4.95
2,5.7
1,4.63
0,7.0
5,5.75
2,4.57
4,5.4
3,4.68
2,5.59
5,0.66
2,3.74
3,4.0
2,6.71
1,7.0
0,4.79
5,5.87
1,5.51
3,3.97
4,5.03
2,5.4
5,4.07
3,5.61
5,6.07
2,4.1
1,5.17
3,5.56
0,3.11
5,6.66
0,2.98
1,7.0
0,4.38
0,3.41
2,5.03
3,4.16
3,4.67
0,5.0
2,5.94
5,5.19
3,4.38
2,3.63
3,5.04
3,3.41
5,2.97
1,6.27
1,5.75
2,5.6
3,4.34
5,3.53
3,5.56
1,3.09
4,4.42
5,3.09
0,2.54
2,6.18
3,4.33
1,2.59
4,7.0
0,2.03
3,4.83
1,5.55
1,3.58
2,4.45
3,5.51
0,0.68
5,6.25
0,7.0
4,4.49
3,3.21
0,7.0
0,1.42
3,4.03
1,4.22
4,4.27
3,4.86
0,5.49
4,3.54
4,3.72
5,3.92
3,5.49
4,4.78
4,3.36
2,5.8
1,2.59
2,5.66
5,2.6
2,4.02
0,2.42
0,0.0
4,1.51
1,6.66
4,5.15
4,4.83
0,3.25
1,2.89
2,2.79
3,5.84
5,4.58
0,3.82
1,4.02
2,5.82
1,3.52
1,3.86
0,2.69
3,5.45
2,4.74
5,3.59
0,4.67
1,5.63
4,3.55
1,4.72
5,3.47
2,6.24
4,4.71
2,3.94
3,5.61
4,3.92
2,4.33
4,3.75
1,7.0
2,4.52
2,6.59
1,3.67
5,4.09
1,3.85
3,4.19
1,3.99
3,2.97
5,2.55
5,2.48
1,6.15
1,4.97
1,5.44
3,6.11
2,5.79
4,3.89
0,6.44
3,3.54
2,4.56
2,6.09
4,4.56
1,4.98
1,3.17
3,6.56
1,5.93
3,4.41
4,5.11
5,2.21
5,2.18
5,4.29
1,4.32
0,5.45
0,0.0
5,3.85
0,4.69
5,3.68
1,3.45
0,7.0
0,7.0
2,4.76
1,6.44
3,6.83
2,4.13
0,6.18
5,4.97
1,4.82
0,5.03
5,4.46
4,7.0
3,6.25
3,3.58
4,4.91
3,5.0
3,4.11
1,5.9
3,4.83
3,4.09
2,4.57
4,4.29
2,5.84
2,6.29
0,3.87
2,5.06
2,4.48
4,5.78
5,2.95
4,3.33
1,4.78
1,6.16
5,2.79
3,5.68
5,3.89
2,6.6
4,5.93
1,4.64
1,3.8
3,4.75
2,3.79
5,5.84
4,6.66
5,4.97
5,3.42
2,4.93
0,5.22
1,3.47
3,5.54
1,4.16
5,4.4
2,5.36
0,2.32
2,4.98
2,4.72
3,5.1
5,4.27
0,3.15
1,4.94
1,2.69
3,5.18
4,4.36
2,5.56
1,3.14
3,6.68
3,5.84
0,2.34
4,6.26
1,3.32
3,4.51
0,1.86
3,4.93
0,1.92
4,5.2
1,5.19
3,4.07
5,5.3
3,3.54
5,6.45
1,4.95
0,0.0
2,4.23
0,1.36
4,6.57
1,4.94
1,4.75
5,2.64
3,4.12
0,1.13
2,5.71
4,5.07
1,5.74
5,6.44
3,2.87
1,3.65
1,4.62
0,5.51
0,4.52
1,5.39
3,3.48
0,3.43
0,3.78
3,4.04
2,5.7
0,1.67
3,4.54
4,5.08
0,1.12
0,2.8
4,4.85
2,5.77
0,4.12
0,3.95
1,4.37
4,3.5
5,1.4
0,3.65
0,0.54
0,0.65
4,3.94
5,5.91
0,3.35
4,5.27
0,2.98
1,3.78
2,3.68
1,3.55
5,1.83
1,6.29
2,5.09
0,6.18
4,4.66
2,2.91
0,6.34
0,6.37
0,4.2
4,3.47
2,4.34
0,0.95
5,2.64
3,5.34
1,2.3
4,5.95
5,4.16
5,4.2
3,6.26
3,4.86
4,5.61
4,4.07
0,5.43
0,0.8
1,4.19
1,5.71
2,6.65
1,7.0
2,4.78
4,5.96
5,4.46
0,7.0
4,4.83
3,4.9
0,6.38
5,5.42
3,4.81
0,6.93
0,3.49
5,6.84
4,6.38
2,4.55
0,4.1
5,5.27
4,5.71
3,5.65
4,4.3
1,5.74
5,5.09
1,3.99
2,3.53
2,5.33
1,2.9
5,5.26
5,1.87
5,3.5
3,5.1
2,5.06
3,3.77
2,4.59
0,6.62
3,5.65
4,3.66
5,0.0
2,5.2
0,2.55
3,5.49
2,4.56
1,7.0
5,4.81
4,5.88
1,5.39
4,5.62
5,2.7
0,5.93
5,4.6
4,4.79
2,4.36
3,4.69
0,6.47
5,2.55
0,3.9
1,4.72
4,6.3
3,4.92
3,4.57
3,5.86
2,3.66
4,5.36
2,4.54
2,4.28
5,1.41
0,7.0
5,1.56
2,3.83
4,5.29
3,4.4
0,3.65
3,5.33
5,0.14
3,5.97
3,5.16
2,4.33
5,1.33
3,4.8
5,2.99
0,4.53
5,1.52
0,2.96
3,3.02
5,4.43
0,1.06
3,4.81
4,4.4
4,1.92
3,3.85
5,0.48
3,5.81
5,5.52
1,2.98
1,3.07
3,5.67
5,2.55
5,3.96
1,4.61
3,3.87
2,5.01
5,3.15
3,4.53
1,2.55
2,4.9
1,4.08
5,5.19
1,3.94
0,7.0
4,5.48
2,5.79
0,5.25
0,4.03
2,2.84
3,4.88
2,3.08
0,7.0
5,5.23
3,2.91
1,5.18
2,3.59
0,0.7
1,4.79
3,4.88
4,4.14
5,4.51
3,5.06
1,6.65
4,4.26
3,5.98
3,5.16
2,3.83
0,2.4
2,5.5
0,7.0
2,5.5
3,6.26
4,3.59
1,4.51
0,7.0
5,3.25
0,7.0
5,3.56
0,5.92
0,2.71
4,3.99
3,4.91
0,4.35
3,4.79
3,5.1
1,4.52
1,5.52
4,3.59
3,2.75
0,7.0
4,4.15
0,2.98
0,4.29
5,5.79
3,5.61
3,5.13
3,4.57
3,4.61
4,3.77
0,0.36
2,4.93
4,3.71
0,5.04
0,7.0
4,6.21
3,5.04
1,4.06
1,3.64
0,1.69
1,7.0
1,6.18
3,4.95
3,4.11
3,3.42
5,1.16
5,5.07
2,3.71
3,3.98
3,5.19
5,4.57
1,3.45
1,5.43
3,4.43
4,7.0
1,4.46
5,2.77
0,7.0
0,4.36
1,5.52
3,4.9
5,3.41
3,5.41
0,3.11
4,4.61
3,4.27
3,5.84
1,4.56
5,6.48
3,3.78
2,5.18
5,5.89
5,6.36
2,5.88
2,4.83
0,2.87
5,3.96
2,6.18
5,2.6
1,5.07
2,4.56
3,5.56
3,5.81
1,5.43
0,5.32
3,5.12
5,3.96
0,0.7
0,4.26
5,4.89
2,3.95
4,5.82
2,4.46
5,3.56
2,5.81
1,4.6
4,4.16
4,4.39
0,5.54
2,5.69
0,3.66
3,5.02
4,3.49
0,1.77
3,5.33
2,3.0
3,4.59
5,3.91
5,5.67
0,3.86
1,4.32
5,4.23
5,1.99
1,4.22
0,7.0
4,5.49
3,4.98
1,4.59
5,2.79
1,4.98
0,7.0
2,4.06
5,4.1
1,3.37
0,3.76
0,1.72
1,4.56
0,2.21
1,6.99
3,6.04
5,2.2
0,3.62
0,4.56
1,4.81
4,4.85
2,6.22
2,5.8
4,6.17
2,4.87
5,3.21
3,4.91
2,3.72
0,2.82
2,6.76
5,5.5
2,5.45
1,4.92
5,1.44
4,3.13
5,4.38
0,3.01
0,2.29
3,3.69
2,5.56
5,1.13
3,5.05
1,5.82
5,6.14
3,7.0
5,4.32
2,5.21
4,4.39
1,6.63
4,4.44
4,4.12
2,5.46
1,4.71
0,7.0
1,5.88
1,5.62
2,3.89
5,5.49
0,2.68
3,3.42
4,4.14
1,2.7
3,5.35
4,3.86
3,5.4
3,3.77
0,3.92
1,2.72
2,5.44
5,4.61
2,4.97
4,2.99
0,4.47
5,5.31
5,4.71
2,4.58
4,4.98
4,3.9
2,5.18
0,3.89
4,4.72
4,4.06
2,4.49
4,4.46
2,4.48
2,3.56
4,5.85
4,6.09
5,5.11
2,4.12
0,0.52
2,4.28
2,6.42
0,0.0
0,1.02
5,2.74
1,6.68
4,4.39
4,3.41
4,3.95
4,4.49
4,4.87
2,6.33
0,3.51
0,6.92
0,2.72
3,5.08
4,2.77
3,4.79
4,4.88
5,5.16
4,4.83
2,5.53
0,2.15
3,5.79
2,4.33
1,3.94
5,6.24
4,5.11
0,0.0
4,5.01
3,3.29
5,4.2
4,4.88
5,1.94
4,4.03
4,6.78
2,6.13
2,4.75
1,4.04
0,2.85
4,6.03
0,4.98
0,2.11
3,5.58
2,4.1
5,2.93
2,5.35
4,3.77
5,5.13
5,2.36
4,3.36
3,6.67
0,4.71
2,3.77
2,4.56
2,5.39
3,5.03
4,5.66
3,6.74
0,7.0
2,3.81
5,4.64
3,5.4
1,5.28
0,4.53
1,4.52
5,3.31
5,4.06
2,5.23
3,5.57
0,5.98
5,4.28
3,2.59
1,4.9
3,5.07
1,3.65
1,6.05
1,5.62
4,4.06
5,3.49
4,2.97
2,4.43
3,5.72
3,6.15
4,4.19
1,3.05
2,5.25
2,4.22
0,5.67
1,3.82
3,4.03
3,7.0
2,5.92
4,3.49
0,7.0
2,4.18
2,4.18
4,5.05
5,3.34
4,5.13
3,6.13
1,6.07
3,6.16
2,6.13
4,3.34
3,6.12
4,2.3
1,4.6
1,4.84
2,4.24
5,5.87
2,5.12
3,3.56
5,6.76
3,4.85
5,3.2
1,4.07
3,5.15
3,4.84
2,5.42
5,1.51
3,5.25
2,5.36
5,4.16
1,3.71
5,3.01
4,3.72
2,5.09
5,4.23
4,5.64
0,6.68
0,2.65
2,5.51
1,5.02
2,5.14
3,4.15
5,2.3
2,4.64
1,5.03
5,5.65
1,5.25
1,6.23
2,2.76
1,4.68
0,3.31
1,5.95
2,5.68
5,3.87
1,6.69
3,6.54
3,5.37
2,4.95
1,4.51
1,4.68
1,5.35
5,4.67
0,7.0
3,3.23
2,4.32
1,5.38
5,5.8
1,4.55
0,4.4
1,4.69
4,2.53
4,5.9
2,5.2
5,3.89
0,6.6
5,2.28
3,5.12
1,3.68
0,3.06
5,5.31
2,5.47
0,2.51
1,6.02
1,5.86
3,5.4
2,4.3
2,5.03
5,2.35
3,3.6
4,4.66
5,3.31
3,5.08
0,1.21
1,4.99
1,4.81
4,3.34
2,4.31
4,3.11
4,4.12
5,4.62
3,5.83
2,3.93
5,5.61
1,4.92
3,4.37
1,3.91
1,3.97
1,3.72
0,5.51
1,4.92
2,5.18
3,5.4
0,0.0
5,6.0
2,4.42
1,4.45
3,4.75
5,5.25
4,5.69
3,4.44
1,5.79
5,4.81
5,4.9
2,6.02
2,4.88
0,4.47
3,4.8
3,4.32
0,1.96
2,4.96
1,5.54
4,3.15
4,3.48
0,2.3
5,4.42
0,5.77
2,4.61
5,1.77
1,3.92
0,4.39
3,4.44
3,3.08
4,5.23
1,5.5
2,4.47
4,3.81
2,5.98
3,4.89
4,5.1
4,5.16
0,3.38
1,1.63
1,5.05
0,6.88
0,2.94
5,3.75
3,4.75
1,3.05
5,5.5
1,4.22
1,5.43
2,4.92
2,2.79
0,5.48
1,4.41
1,6.21
2,4.32
5,2.34
3,3.95
4,6.7
3,5.79
3,5.31
4,4.44
4,6.32
1,3.13
3,4.29
0,4.62
1,5.53
1,5.42
4,4.14
3,4.64
3,4.48
4,5.06
0,3.61
0,1.6
0,7.0
5,0.9
0,0.0
4,3.63
1,4.38
4,6.55
3,5.82
5,4.93
4,5.74
5,5.85
4,5.02
0,4.43
1,4.73
3,4.95
1,4.75
4,5.07
2,5.29
3,4.52
3,5.44
2,4.63
4,5.27
5,6.39
0,1.73
1,4.78
5,7.0
4,4.43
4,4.57
4,3.36
2,5.51
0,3.3
5,4.41
1,4.96
1,5.25
4,2.4
3,4.96
4,3.95
3,4.72
5,4.84
2,4.28
5,5.36
2,5.77
0,2.67
3,4.53
2,5.66
3,3.77
0,4.75
0,4.0
1,7.0
0,2.28
5,3.62
5,4.79
0,4.86
1,5.04
4,3.53
5,6.01
5,3.76
1,3.92
0,3.53
5,4.87
0,3.93
2,4.2
3,4.53
2,5.88
1,5.09
1,4.21
0,2.17
1,5.3
5,4.29
5,3.77
1,4.64
3,5.91
4,4.03
2,5.33
0,5.36
5,1.65
3,3.92
0,0.7
4,3.67
4,3.96
5,2.04
5,1.49
1,5.01
3,4.35
0,2.53
4,4.82
1,2.03
1,3.72
4,7.0
5,5.36
5,3.27
2,4.62
5,5.33
5,2.67
2,4.76
1,3.76
3,5.81
4,6.12
1,4.25
3,4.7
0,4.92
0,4.97
3,7.0
0,7.0
4,4.79
0,5.73
3,5.66
0,4.47
4,4.19
2,3.97
0,6.33
1,2.04
0,7.0
3,5.73
5,4.84
2,6.79
4,5.65
4,4.43
0,6.44
3,5.42
4,5.6
2,6.5
0,0.34
5,5.45
1,5.3
1,6.61
4,5.33
1,5.09
0,6.07
3,4.47
3,4.37
5,3.08
3,4.84
0,2.54
3,4.75
4,3.17
2,6.97
2,4.38
0,1.68
0,2.92
0,3.82
3,3.6
4,4.8
0,4.22
1,3.91
5,5.49
3,4.57
2,5.44
3,6.46
3,5.13
3,4.69
2,5.95
2,5.44
3,6.31
0,0.5
4,4.42
1,5.19
4,3.98
2,3.14
2,5.61
5,3.42
3,4.02
2,4.46
1,5.69
3,5.21
4,4.79
4,4.55
1,4.08
2,4.92
0,3.71
0,3.24
0,4.99
2,5.2
4,3.99
4,5.23
1,6.04
4,4.71
5,2.9
0,4.54
3,5.63
1,4.98
2,4.15
2,4.85
1,4.19
1,4.74
5,4.26
4,5.47
2,5.1
0,4.69
4,4.22
4,5.37
1,6.68
2,4.53
3,4.99
0,7.0
2,4.94
3,6.03
2,5.13
3,7.0
0,1.57
5,3.55
4,4.59
4,3.06
0,2.94
1,4.65
4,7.0
3,4.41
2,4.14
1,5.09
1,7.0
2,5.89
3,4.81
1,4.08
2,3.93
4,5.26
4,6.09
2,4.32
2,4.67
5,4.55
1,3.03
2,5.51
2,4.72
4,4.77
4,5.49
3,5.01
1,3.53
4,3.37
5,2.4
5,4.07
3,5.73
3,6.19
2,4.35
3,6.25
4,5.65
0,0.78
5,4.12
0,5.24
2,5.07
4,4.58
0,0.47
5,4.68
0,3.76
5,5.82
1,5.87
1,4.81
0,5.26
5,3.11
0,1.9
4,5.61
4,4.66
4,5.47
4,3.41
5,2.77
2,3.59
2,4.35
2,4.86
1,3.28
0,5.44
5,7.0
5,1.48
0,3.66
3,5.41
1,3.64
1,4.9
4,4.29
0,5.16
5,4.23
2,6.01
5,4.51
4,4.41
5,4.81
1,7.0
2,4.3
5,5.4
5,1.54
2,5.55
5,3.38
0,5.62
3,5.11
5,2.42
1,3.11
0,4.57
1,5.09
5,3.24
5,4.74
2,5.86
4,3.46
4,5.89
0,4.67
2,4.29
1,4.27
5,2.68
5,4.35
1,7.0
3,4.68
2,3.86
0,0.0
3,6.38
4,5.46
1,4.78
3,5.74
0,0.0
1,4.34
5,5.69
4,5.92
5,6.86
1,6.28
3,3.89
2,5.09
4,5.42
1,4.57
2,4.27
4,3.62
1,6.05
5,3.65
3,4.15
0,4.02
3,3.09
0,4.22
3,4.91
3,4.67
2,3.61
1,3.63
4,4.45
1,4.5
1,4.81
2,5.68
0,1.17
0,5.84
2,6.18
5,5.6
3,5.28
2,5.19
5,4.26
3,4.35
5,4.29
1,5.46
2,6.32
0,0.0
3,4.23
4,5.37
5,4.26
3,5.04
5,3.63
4,3.95
2,6.95
4,5.53
4,4.54
0,5.75
5,2.85
4,5.3
1,5.68
3,6.05
5,6.11
2,2.95
5,4.51
0,3.64
3,5.18
5,0.0
3,3.81
1,5.97
1,7.0
5,3.41
5,5.7
0,6.1
2,5.28
1,5.65
3,5.19
5,4.74
1,4.6
2,4.59
0,5.79
4,3.57
2,5.26
5,4.11
0,4.27
2,5.31
3,3.84
4,5.15
0,0.91
1,2.28
5,3.81
1,3.74
4,6.09
5,4.21
5,4.47
0,1.2
5,2.99
5,4.26
3,4.59
1,5.31
0,7.0
0,2.22
4,5.43
5,6.5
3,5.75
5,4.79
3,3.34
5,4.83
0,4.06
4,2.16
1,5.71
5,5.73
1,3.51
